application_id,customer_id,branch_id,product_id,application_date,loan_amount_requested,loan_amount_approved,tenure_months,interest_rate,emi_amount,application_status,rejection_reason,risk_category,disbursal_date,loan_status
10434,5509,50,6,2025-05-25,459000.0,373000.0,106,12.29,5784.27,Approved,,Low,2025-06-08,Closed
10435,2855,22,6,2025-11-21,3131000.0,2867000.0,70,14.7,61232.61,Approved,,Medium,2025-11-27,Closed
10436,5073,18,2,2026-02-14,1187000.0,939000.0,50,14.35,25059.43,Approved,,High,2026-02-17,Closed
10437,3699,50,6,2026-03-16,1358000.0,1232000.0,17,11.55,78908.64,Approved,,High,2026-04-06,Active
10438,5436,12,4,2024-08-03,1414000.0,,66,,,Rejected,Existing Default History,,,NA
10439,4695,42,2,2025-02-01,153000.0,129000.0,16,14.75,8930.57,Approved,,High,2025-02-15,Active
10440,1694,8,6,2025-03-23,1828000.0,,24,,,Rejected,Existing Default History,,,NA
10441,59,42,6,2024-03-05,921000.0,,45,,,Rejected,High Debt-to-Income Ratio,,,NA
10442,328,20,2,2026-01-01,383000.0,313000.0,31,11.43,11708.35,Approved,,Low,2026-01-09,Written-Off
10443,4314,12,1,2023-07-24,3253000.0,,245,,,Rejected,Low Credit Score,,,NA
10444,2328,6,6,2026-03-02,1888000.0,1668000.0,112,15.06,27813.82,Approved,,Low,2026-03-09,Active
10445,1419,44,5,2024-08-23,490000.0,,26,,,Rejected,Low Credit Score,,,NA
10446,5788,50,4,2026-01-12,1791000.0,,79,,,Pending,,,,NA
10447,1058,35,3,2025-04-16,471000.0,373000.0,50,10.46,9235.33,Approved,,High,2025-04-28,Active
10448,919,10,5,2024-06-12,313000.0,308000.0,36,7.91,9638.82,Approved,,Medium,2024-07-02,Closed
10449,962,53,6,2026-06-05,355000.0,,103,,,Rejected,Low Credit Score,,,NA
10450,4683,2,5,2024-09-29,594000.0,,9,,,Rejected,Existing Default History,,,NA
10451,4680,8,4,2025-12-16,316000.0,303000.0,131,10.73,3935.48,Approved,,Medium,2025-12-28,Active
10452,4098,15,3,2025-05-01,892000.0,712000.0,38,11.19,22338.51,Approved,,Low,2025-05-10,Active
10453,5513,12,5,2026-04-30,784000.0,714000.0,9,8.96,82324.49,Approved,,Low,2026-05-09,Closed
10454,4535,34,3,2026-03-28,1115000.0,,45,,,Pending,,,,NA
10455,3135,44,3,2025-03-25,781000.0,709000.0,16,12.22,48245.23,Approved,,Low,2025-04-06,Closed
10456,1927,48,5,2025-06-10,215000.0,,22,,,Withdrawn,,,,NA
10457,1870,20,6,2023-08-07,379000.0,356000.0,110,13.5,5657.74,Approved,,Low,2023-08-10,Active
10458,3799,32,5,2024-02-06,265000.0,261000.0,29,8.5,9987.73,Approved,,Low,2024-02-25,Active
10459,306,45,6,2026-05-22,603000.0,556000.0,18,15.14,34722.59,Approved,,Medium,2026-05-25,Active
10460,966,53,4,2025-08-15,2041000.0,1628000.0,101,9.77,23706.31,Approved,,High,2025-08-22,Closed
10461,4123,29,6,2025-12-28,1635000.0,1601000.0,55,14.27,39825.46,Approved,,Low,2026-01-03,Active
10462,5637,31,4,2025-03-30,1948000.0,1585000.0,60,11.23,34643.82,Approved,,Medium,2025-04-07,Active
10463,1269,39,6,2024-12-05,329000.0,,47,,,Pending,,,,NA
10464,5022,50,2,2024-10-25,633000.0,526000.0,58,13.47,12388.29,Approved,,Medium,2024-11-10,Active
10465,1587,32,2,2024-02-20,403000.0,,16,,,Rejected,High Debt-to-Income Ratio,,,NA
10466,4129,3,2,2024-04-08,217000.0,200000.0,18,16.0,12571.29,Approved,,High,2024-04-19,Active
10467,4202,51,3,2024-05-22,798000.0,774000.0,60,10.4,16597.96,Approved,,Low,2024-05-25,Closed
10468,4555,35,2,2025-06-08,133000.0,,46,,,Rejected,High Debt-to-Income Ratio,,,NA
10469,3468,55,4,2024-07-14,1972000.0,1692000.0,174,10.19,18650.5,Approved,,Medium,2024-07-29,Closed
10470,3927,10,4,2025-10-10,1101000.0,995000.0,64,10.01,20127.61,Approved,,Low,2025-10-29,Closed
10471,2126,13,6,2024-07-01,2048000.0,,72,,,Pending,,,,NA
10472,5311,16,6,2024-11-23,690000.0,574000.0,38,12.5,18369.09,Approved,,Low,2024-12-11,Active
10473,3546,28,3,2025-03-22,983000.0,852000.0,42,8.84,23659.52,Approved,,Medium,2025-04-05,Defaulted
10474,5439,22,3,2023-11-17,466000.0,364000.0,26,11.87,15946.12,Approved,,Low,2023-12-06,Active
10475,269,15,6,2026-05-25,473000.0,,15,,,Rejected,High Debt-to-Income Ratio,,,NA
10476,1115,1,5,2025-07-16,156000.0,138000.0,33,9.98,4799.14,Approved,,High,2025-08-01,Closed
10477,200,27,1,2024-11-13,2233000.0,1998000.0,91,10.26,31683.25,Approved,,High,2024-11-29,Active
10478,5675,30,2,2025-03-13,745000.0,609000.0,24,15.37,29635.54,Approved,,Low,2025-04-01,Closed
10479,1949,37,3,2024-03-18,351000.0,325000.0,73,10.01,5962.29,Approved,,Low,2024-04-04,Closed
10480,2646,50,3,2023-10-06,812000.0,,41,,,Rejected,Existing Default History,,,NA
10481,3946,19,2,2026-02-28,528000.0,504000.0,21,17.88,28127.22,Approved,,Low,2026-03-13,Active
10482,3294,40,3,2025-09-04,1446000.0,1442000.0,32,9.89,51450.01,Approved,,Medium,2025-09-24,Active
10483,357,37,3,2024-04-16,525000.0,499000.0,70,9.89,9410.04,Approved,,Low,2024-04-24,Active
10484,1253,37,2,2025-04-06,794000.0,656000.0,17,14.51,42922.1,Approved,,Low,2025-04-20,Active
10485,586,34,6,2023-12-29,807000.0,773000.0,12,15.75,70043.54,Approved,,Medium,2024-01-07,Active
10486,699,48,1,2024-12-31,3541000.0,3422000.0,349,9.73,29508.41,Approved,,Low,2025-01-06,Active
10487,1831,27,2,2026-03-07,175000.0,137000.0,59,12.15,3095.64,Approved,,Medium,2026-03-10,Closed
10488,4252,50,4,2024-03-29,1615000.0,1236000.0,67,9.54,23866.51,Approved,,High,2024-04-15,Closed
10489,658,43,5,2023-07-10,210000.0,196000.0,18,10.27,11795.57,Approved,,High,2023-07-15,Written-Off
10490,3083,25,1,2023-11-27,3996000.0,3764000.0,323,8.98,30952.51,Approved,,Low,2023-12-17,Closed
10491,2310,35,1,2025-05-17,4188000.0,,92,,,Withdrawn,,,,NA
10492,1711,11,4,2024-06-03,517000.0,408000.0,105,10.5,5956.11,Approved,,Medium,2024-06-12,Active
10493,3249,45,4,2024-05-19,1900000.0,,171,,,Pending,,,,NA
10494,5152,12,3,2025-08-02,935000.0,794000.0,19,9.56,45197.92,Approved,,Low,2025-08-09,Active
10495,247,10,2,2023-09-28,413000.0,,58,,,Rejected,Existing Default History,,,NA
10496,2833,26,2,2025-02-24,263000.0,208000.0,24,16.42,10226.12,Approved,,Low,2025-03-10,Closed
10497,718,50,3,2024-11-17,575000.0,552000.0,56,11.73,12846.88,Approved,,Low,2024-12-08,Active
10498,1368,14,3,2023-11-24,1302000.0,1237000.0,16,10.32,83084.99,Approved,,Low,2023-11-29,Closed
10499,227,15,3,2025-07-01,503000.0,495000.0,15,9.78,35192.34,Approved,,Low,2025-07-22,Active
10500,4945,48,5,2025-04-26,149000.0,133000.0,34,9.05,4449.35,Approved,,Low,2025-05-03,Active
10501,906,55,5,2025-06-26,212000.0,181000.0,21,8.65,9318.82,Approved,,Low,2025-07-14,Written-Off
10502,5666,10,3,2025-04-16,925000.0,849000.0,14,10.74,64792.07,Approved,,Medium,2025-05-03,Active
10503,5823,47,6,2024-01-02,614000.0,465000.0,22,13.98,24082.78,Approved,,Medium,2024-01-06,Written-Off
10504,5521,44,4,2023-08-29,573000.0,565000.0,162,10.42,6510.56,Approved,,Low,2023-09-16,Closed
10505,5580,19,5,2024-08-17,444000.0,354000.0,34,10.77,12127.3,Approved,,High,2024-08-25,Active
10506,3349,28,2,2026-03-14,348000.0,,49,,,Pending,,,,NA
10507,4508,41,6,2026-02-12,628000.0,485000.0,92,12.0,8087.97,Approved,,Medium,2026-02-19,Closed
10508,5062,3,6,2024-12-23,717000.0,572000.0,46,12.39,15683.51,Approved,,High,2025-01-08,Closed
10509,4434,7,1,2025-05-10,6955000.0,6236000.0,129,10.26,79990.73,Approved,,Low,2025-05-13,Active
10510,2303,42,1,2025-10-17,1575000.0,1407000.0,201,9.73,14211.96,Approved,,High,2025-10-24,Active
10511,1321,19,3,2024-04-08,985000.0,,49,,,Rejected,High Debt-to-Income Ratio,,,NA
10512,4616,51,3,2025-10-28,1091000.0,1037000.0,17,9.37,65375.66,Approved,,Medium,2025-11-10,Written-Off
10513,713,12,2,2025-09-27,787000.0,646000.0,45,15.66,19071.76,Approved,,Low,2025-10-18,Active
10514,1237,22,5,2026-06-22,397000.0,310000.0,21,9.39,16065.53,Approved,,High,2026-07-03,Defaulted
10515,3329,24,5,2025-10-05,372000.0,332000.0,17,8.59,20811.52,Approved,,High,2025-10-20,Defaulted
10516,246,20,6,2025-12-09,836000.0,,28,,,Pending,,,,NA
10517,593,9,2,2025-12-10,140000.0,,51,,,Rejected,Insufficient Income,,,NA
10518,4863,4,4,2025-06-09,1126000.0,879000.0,148,9.06,9883.1,Approved,,High,2025-06-27,Defaulted
10519,1398,45,1,2026-04-07,2739000.0,2345000.0,344,9.83,20444.7,Approved,,Medium,2026-04-12,Closed
10520,4240,19,2,2025-12-02,1182000.0,,27,,,Rejected,High Debt-to-Income Ratio,,,NA
10521,516,41,4,2024-07-29,269000.0,231000.0,93,11.06,3709.4,Approved,,Low,2024-08-15,Active
10522,5605,44,5,2024-08-14,468000.0,,20,,,Withdrawn,,,,NA
10523,4672,53,3,2025-11-17,577000.0,,46,,,Rejected,Incomplete Documentation,,,NA
10524,5824,34,3,2024-01-29,389000.0,304000.0,60,9.65,6406.87,Approved,,High,2024-02-04,Written-Off
10525,4917,25,3,2026-05-15,820000.0,734000.0,26,9.65,31397.78,Approved,,Low,2026-05-27,Active
10526,153,7,4,2023-10-23,2255000.0,,167,,,Rejected,Existing Default History,,,NA
10527,5137,45,3,2024-06-15,1474000.0,1356000.0,75,9.61,24120.11,Approved,,Low,2024-07-03,Active
10528,5976,48,1,2023-09-26,2699000.0,,356,,,Rejected,Insufficient Income,,,NA
10529,4391,3,6,2026-02-24,698000.0,563000.0,52,14.21,14562.32,Approved,,Medium,2026-03-14,Active
10530,5482,26,4,2023-08-12,1775000.0,1359000.0,130,10.12,17250.86,Approved,,Low,2023-08-29,Active
10531,3828,4,4,2026-02-13,1788000.0,1727000.0,149,9.46,19741.59,Approved,,Low,2026-02-20,Active
10532,4940,1,4,2024-01-28,1596000.0,1337000.0,128,10.04,17057.87,Approved,,Low,2024-02-09,Closed
10533,824,2,6,2026-01-15,1105000.0,1039000.0,110,14.55,17154.19,Approved,,Medium,2026-01-18,Closed
10534,4504,44,5,2025-09-04,429000.0,,7,,,Pending,,,,NA
10535,5166,49,4,2024-09-22,291000.0,,111,,,Rejected,Unverifiable Employment,,,NA
10536,1227,39,3,2026-03-07,1439000.0,,34,,,Pending,,,,NA
10537,5260,43,1,2024-09-23,2532000.0,,176,,,Pending,,,,NA
10538,5110,27,5,2025-04-20,146000.0,110000.0,8,10.59,14301.64,Approved,,Medium,2025-05-02,Defaulted
10539,5927,33,2,2024-02-25,841000.0,640000.0,58,17.61,16464.84,Approved,,High,2024-03-17,Active
10540,2550,30,4,2025-06-09,205000.0,,93,,,Pending,,,,NA
10541,2172,26,6,2024-10-23,1059000.0,865000.0,45,16.14,25747.74,Approved,,High,2024-11-10,Closed
10542,1769,40,3,2025-06-22,919000.0,787000.0,65,9.89,15687.63,Approved,,High,2025-07-11,Active
10543,1228,53,6,2023-11-17,1541000.0,1420000.0,16,13.43,97427.5,Approved,,Low,2023-11-25,Active
10544,329,37,5,2025-11-12,790000.0,,30,,,Pending,,,,NA
10545,4577,51,1,2024-08-17,4521000.0,4100000.0,244,9.93,39171.94,Approved,,High,2024-08-27,Active
10546,3645,54,2,2025-10-17,383000.0,328000.0,20,14.0,18482.73,Approved,,Low,2025-10-26,Closed
10547,1916,9,2,2023-09-28,1348000.0,,53,,,Rejected,High Debt-to-Income Ratio,,,NA
10548,2460,13,1,2024-04-03,957000.0,873000.0,149,9.17,9834.47,Approved,,Low,2024-04-07,Active
10549,949,39,2,2023-07-25,209000.0,176000.0,59,16.1,4336.84,Approved,,Medium,2023-08-02,Active
10550,2834,17,2,2025-06-09,162000.0,139000.0,51,12.32,3514.66,Approved,,Medium,2025-06-15,Closed
10551,3711,12,4,2025-11-06,1695000.0,,108,,,Pending,,,,NA
10552,342,47,1,2025-04-18,2346000.0,2016000.0,65,9.08,39380.17,Approved,,High,2025-05-06,Active
10553,1171,55,4,2025-07-15,526000.0,,176,,,Withdrawn,,,,NA
10554,583,6,4,2025-06-19,1589000.0,1274000.0,61,11.13,27441.77,Approved,,Low,2025-07-04,Active
10555,3634,34,1,2025-05-15,1999000.0,1642000.0,207,9.16,15809.58,Approved,,Low,2025-05-18,Active
10556,1624,17,4,2025-07-02,1240000.0,,148,,,Pending,,,,NA
10557,5964,27,4,2023-10-27,2210000.0,2144000.0,164,9.02,22789.43,Approved,,Low,2023-11-07,Written-Off
10558,3642,50,2,2025-11-25,1331000.0,1200000.0,19,11.7,69494.93,Approved,,Low,2025-11-29,Active
10559,267,49,6,2023-10-20,258000.0,,14,,,Withdrawn,,,,NA
10560,4748,47,2,2023-07-20,832000.0,630000.0,42,12.14,18486.37,Approved,,Medium,2023-07-31,Active
10561,4311,39,6,2023-11-17,2148000.0,1893000.0,96,15.3,34300.09,Approved,,Medium,2023-12-04,Active
10562,5130,43,4,2024-11-12,919000.0,878000.0,70,9.44,16359.73,Approved,,Medium,2024-11-28,Active
10563,556,4,2,2024-11-08,715000.0,,16,,,Pending,,,,NA
10564,2686,31,3,2026-06-21,1050000.0,938000.0,83,10.83,16106.11,Approved,,Medium,2026-06-24,Closed
10565,2266,50,5,2023-07-29,256000.0,,19,,,Rejected,High Debt-to-Income Ratio,,,NA
10566,2227,14,2,2026-04-14,713000.0,,38,,,Rejected,Incomplete Documentation,,,NA
10567,5659,34,1,2025-01-17,1341000.0,1199000.0,280,9.23,10444.5,Approved,,Medium,2025-02-06,Active
10568,5755,1,2,2024-02-09,367000.0,301000.0,49,13.38,8006.33,Approved,,Medium,2024-02-15,Closed
10569,2059,47,4,2024-08-22,2304000.0,2221000.0,162,10.47,25659.68,Approved,,Low,2024-08-29,Defaulted
10570,4437,44,5,2024-09-02,232000.0,,15,,,Rejected,Incomplete Documentation,,,NA
10571,1723,19,3,2024-11-26,1333000.0,1174000.0,79,10.04,20369.0,Approved,,Low,2024-12-16,Closed
10572,1510,39,1,2025-06-20,4508000.0,3717000.0,114,10.33,51308.95,Approved,,Low,2025-06-30,Active
10573,3095,25,5,2026-01-19,794000.0,745000.0,6,7.76,126992.07,Approved,,Low,2026-02-04,Closed
10574,2872,12,3,2025-03-29,1457000.0,1184000.0,69,11.98,23825.01,Approved,,Medium,2025-04-05,Closed
10575,3238,21,1,2026-06-22,2307000.0,2305000.0,124,9.71,29517.44,Approved,,Low,2026-07-13,Closed
10576,4914,50,5,2026-03-21,672000.0,620000.0,13,9.12,50267.95,Approved,,Medium,2026-03-26,Active
10577,4229,5,3,2025-01-12,454000.0,399000.0,56,9.85,8916.27,Approved,,Medium,2025-01-18,Closed
10578,62,28,2,2025-06-10,139000.0,135000.0,14,16.26,10651.37,Approved,,Medium,2025-06-17,Active
10579,4395,32,6,2024-04-28,1014000.0,827000.0,20,11.63,45686.32,Approved,,Medium,2024-05-14,Closed
10580,2510,13,2,2026-02-12,134000.0,,37,,,Rejected,Existing Default History,,,NA
10581,1734,3,5,2025-09-14,62000.0,52000.0,6,8.13,8873.33,Approved,,Medium,2025-09-21,Active
10582,5366,23,1,2025-05-12,1994000.0,1797000.0,88,9.26,28208.37,Approved,,Medium,2025-05-22,Active
10583,3030,22,3,2026-05-26,1143000.0,,79,,,Pending,,,,NA
10584,1732,17,4,2024-08-05,1518000.0,1230000.0,151,10.72,14870.27,Approved,,Low,2024-08-23,Active
10585,196,51,2,2025-04-26,125000.0,123000.0,24,13.51,5877.15,Approved,,Medium,2025-05-08,Closed
10586,5806,20,3,2024-11-04,882000.0,713000.0,26,8.85,30236.93,Approved,,Medium,2024-11-20,Active
10587,2653,22,2,2024-01-26,800000.0,611000.0,48,12.98,16385.54,Approved,,Low,2024-02-15,Active
10588,865,8,6,2025-01-15,825000.0,698000.0,100,12.06,11097.52,Approved,,Low,2025-01-31,Active
10589,863,49,1,2024-09-08,3499000.0,,283,,,Pending,,,,NA
10590,3515,31,1,2025-10-25,2584000.0,,250,,,Rejected,High Debt-to-Income Ratio,,,NA
10591,5846,35,4,2023-12-18,1325000.0,,116,,,Withdrawn,,,,NA
10592,5213,3,1,2026-01-06,1269000.0,955000.0,102,8.59,13225.18,Approved,,Medium,2026-01-19,Active
10593,2355,26,5,2024-09-25,96000.0,83000.0,35,9.6,2728.31,Approved,,Medium,2024-10-01,Defaulted
10594,4152,26,6,2024-09-02,1115000.0,,20,,,Rejected,Insufficient Income,,,NA
10595,3620,38,2,2025-04-16,779000.0,601000.0,59,13.05,13854.91,Approved,,Medium,2025-05-07,Closed
10596,5774,37,1,2026-01-06,1989000.0,1508000.0,236,8.91,13563.79,Approved,,Low,2026-01-11,Closed
10597,377,33,1,2025-01-03,1862000.0,1805000.0,152,10.5,21517.71,Approved,,Medium,2025-01-09,Active
10598,3361,52,5,2023-12-22,581000.0,494000.0,11,7.9,46702.4,Approved,,Low,2023-12-28,Active
10599,4947,41,2,2025-10-13,1310000.0,1017000.0,42,17.39,32496.01,Approved,,Low,2025-10-21,Closed
10600,1174,35,3,2024-04-13,646000.0,580000.0,14,9.04,43807.34,Approved,,Low,2024-04-20,Closed
10601,4051,35,3,2024-11-11,1166000.0,,43,,,Rejected,Existing Default History,,,NA
10602,1543,21,5,2025-02-08,365000.0,,27,,,Rejected,Insufficient Income,,,NA
10603,2905,13,6,2024-05-04,542000.0,,68,,,Rejected,Unverifiable Employment,,,NA
10604,3793,27,2,2025-06-18,765000.0,764000.0,32,13.9,28709.02,Approved,,Medium,2025-07-01,Defaulted
10605,4087,49,5,2023-07-15,98000.0,96000.0,27,8.63,3924.65,Approved,,Low,2023-07-20,Closed
10606,2145,52,1,2025-09-16,1450000.0,1247000.0,262,10.43,12090.93,Approved,,High,2025-10-01,Active
10607,3726,46,2,2024-03-01,445000.0,,59,,,Rejected,Unverifiable Employment,,,NA
10608,906,12,6,2026-03-07,2606000.0,2546000.0,16,12.08,173081.6,Approved,,Low,2026-03-20,Active
10609,4689,7,2,2024-11-27,1288000.0,1206000.0,30,13.72,47714.81,Approved,,Low,2024-11-30,Active
10610,4514,49,4,2024-05-09,1619000.0,1215000.0,170,11.47,14488.71,Approved,,Low,2024-05-20,Closed
10611,1308,31,1,2025-08-23,2279000.0,2138000.0,185,9.64,22235.82,Approved,,Low,2025-09-05,Closed
10612,1521,48,5,2026-02-05,308000.0,249000.0,19,7.66,13957.78,Approved,,High,2026-02-08,Active
10613,254,31,2,2023-11-15,531000.0,412000.0,25,13.44,18986.25,Approved,,Medium,2023-12-04,Active
10614,5481,38,1,2023-12-16,1866000.0,1522000.0,218,9.23,14420.3,Approved,,Low,2023-12-31,Active
10615,762,14,4,2024-05-02,925000.0,,145,,,Withdrawn,,,,NA
10616,70,18,5,2024-10-09,74000.0,,23,,,Pending,,,,NA
10617,7,7,6,2025-05-29,194000.0,178000.0,76,15.12,3653.46,Approved,,Medium,2025-06-14,Closed
10618,4358,48,2,2025-04-23,635000.0,561000.0,39,15.27,18337.49,Approved,,Medium,2025-04-26,Active
10619,3139,21,6,2023-07-21,777000.0,,20,,,Rejected,Existing Default History,,,NA
10620,3908,50,1,2024-12-21,2465000.0,2385000.0,350,9.21,19658.11,Approved,,Low,2025-01-08,Active
10621,4640,7,4,2025-09-04,2146000.0,,86,,,Rejected,Low Credit Score,,,NA
10622,718,21,3,2025-08-07,792000.0,772000.0,62,11.67,16639.09,Approved,,Medium,2025-08-21,Closed
10623,174,14,1,2024-05-09,1015000.0,,264,,,Rejected,Unverifiable Employment,,,NA
10624,2382,23,1,2023-12-07,3552000.0,2771000.0,146,9.88,32688.22,Approved,,High,2023-12-17,Closed
10625,4937,32,2,2025-08-21,900000.0,786000.0,42,17.84,25295.37,Approved,,High,2025-09-01,Active
10626,168,20,2,2023-10-09,1446000.0,1405000.0,47,15.58,40124.09,Approved,,Medium,2023-10-27,Closed
10627,5814,24,3,2026-05-28,1282000.0,987000.0,42,12.03,28909.38,Approved,,Medium,2026-06-01,Active
10628,1576,47,6,2024-11-12,1427000.0,1208000.0,81,11.19,21314.5,Approved,,Medium,2024-11-18,Active
10629,589,22,4,2024-07-26,1360000.0,,61,,,Withdrawn,,,,NA
10630,2861,5,1,2025-10-04,1355000.0,,192,,,Pending,,,,NA
10631,944,6,3,2026-02-24,1476000.0,,42,,,Rejected,Incomplete Documentation,,,NA
10632,541,38,4,2023-12-20,1046000.0,897000.0,142,11.96,11834.43,Approved,,Medium,2024-01-05,Active
10633,1030,41,2,2023-08-12,137000.0,122000.0,14,15.43,9577.92,Approved,,High,2023-08-28,Active
10634,366,17,3,2026-01-05,596000.0,508000.0,54,11.98,12215.68,Approved,,Low,2026-01-21,Active
10635,73,1,1,2024-06-02,2550000.0,1960000.0,289,10.48,18626.59,Approved,,High,2024-06-21,Active
10636,539,31,5,2025-04-21,139000.0,,11,,,Rejected,Incomplete Documentation,,,NA
10637,5273,49,3,2025-10-29,331000.0,327000.0,41,9.21,9326.49,Approved,,Medium,2025-11-07,Closed
10638,2471,49,5,2024-09-10,790000.0,786000.0,15,7.83,55176.78,Approved,,Low,2024-09-14,Closed
10639,5753,3,4,2024-09-04,1984000.0,1664000.0,132,10.37,21182.97,Approved,,Low,2024-09-16,Active
10640,897,35,4,2024-05-12,1060000.0,1032000.0,78,11.96,19095.91,Approved,,High,2024-05-28,Written-Off
10641,2648,12,2,2024-10-29,1267000.0,1193000.0,32,16.92,46580.09,Approved,,Low,2024-11-09,Active
10642,3355,40,2,2025-01-19,464000.0,380000.0,23,17.55,19575.38,Approved,,High,2025-02-09,Written-Off
10643,3070,51,6,2024-09-08,7554000.0,6143000.0,55,15.26,155947.22,Approved,,High,2024-09-17,Closed
10644,2259,13,5,2024-07-29,741000.0,716000.0,26,7.65,29971.22,Approved,,Medium,2024-08-09,Closed
10645,5631,12,3,2023-09-26,918000.0,828000.0,64,11.01,17163.17,Approved,,High,2023-10-09,Active
10646,5595,33,1,2024-11-05,2276000.0,1870000.0,347,9.48,15803.12,Approved,,Low,2024-11-08,Closed
10647,4905,48,4,2025-03-09,1552000.0,,150,,,Rejected,High Debt-to-Income Ratio,,,NA
10648,5446,19,3,2025-03-28,689000.0,577000.0,21,10.76,30266.85,Approved,,Low,2025-04-12,Closed
10649,2296,24,4,2024-05-17,1628000.0,1399000.0,110,10.4,19780.53,Approved,,Low,2024-05-22,Active
10650,2149,48,1,2023-07-15,1257000.0,998000.0,123,9.46,12703.15,Approved,,High,2023-07-23,Active
10651,3296,31,1,2023-07-18,2222000.0,,116,,,Pending,,,,NA
10652,1418,38,5,2025-02-28,622000.0,,19,,,Rejected,Low Credit Score,,,NA
10653,3052,48,1,2026-03-18,2687000.0,2466000.0,320,10.48,22957.01,Approved,,Medium,2026-03-30,Closed
10654,2330,3,2,2025-05-28,1369000.0,1354000.0,18,17.64,86160.84,Approved,,Medium,2025-05-31,Active
10655,2623,29,2,2025-01-06,621000.0,594000.0,29,12.83,23930.45,Approved,,Medium,2025-01-26,Active
10656,711,1,6,2023-07-01,1590000.0,,68,,,Rejected,High Debt-to-Income Ratio,,,NA
10657,2598,51,3,2026-05-28,448000.0,,79,,,Rejected,Existing Default History,,,NA
10658,5591,33,1,2025-05-09,1571000.0,1505000.0,95,8.79,22044.03,Approved,,Low,2025-05-29,Closed
10659,4950,22,6,2025-07-02,1189000.0,,92,,,Rejected,High Debt-to-Income Ratio,,,NA
10660,2209,43,3,2025-07-18,389000.0,300000.0,66,11.98,6228.08,Approved,,Medium,2025-07-30,Active
10661,2156,52,4,2024-10-27,1744000.0,1473000.0,167,11.47,17692.14,Approved,,Medium,2024-11-11,Closed
10662,822,34,1,2024-06-27,2155000.0,,338,,,Rejected,Incomplete Documentation,,,NA
10663,1374,15,6,2026-01-29,2114000.0,1753000.0,29,13.77,71405.92,Approved,,Low,2026-02-12,Active
10664,595,5,2,2023-11-28,255000.0,195000.0,52,13.04,4928.56,Approved,,Low,2023-12-19,Closed
10665,4960,18,1,2026-06-07,2355000.0,,75,,,Rejected,Incomplete Documentation,,,NA
10666,4087,4,3,2024-02-26,982000.0,811000.0,13,10.96,66445.58,Approved,,Low,2024-03-11,Closed
10667,3100,12,4,2024-12-05,1342000.0,,74,,,Withdrawn,,,,NA
10668,577,46,3,2025-10-01,1157000.0,,13,,,Rejected,Insufficient Income,,,NA
10669,5157,47,5,2026-01-22,278000.0,243000.0,16,7.71,16030.21,Approved,,Low,2026-01-26,Closed
10670,3959,51,4,2025-10-12,1290000.0,,177,,,Rejected,High Debt-to-Income Ratio,,,NA
10671,3994,47,6,2024-08-17,979000.0,977000.0,61,13.31,22126.43,Approved,,Medium,2024-08-22,Active
10672,591,48,2,2025-09-19,189000.0,156000.0,41,12.36,4683.93,Approved,,Medium,2025-09-30,Active
10673,855,6,1,2024-01-30,1078000.0,815000.0,161,10.1,9262.1,Approved,,Low,2024-02-16,Active
10674,4016,42,5,2025-01-28,707000.0,,19,,,Rejected,Low Credit Score,,,NA
10675,5316,24,4,2023-12-01,1238000.0,1102000.0,178,11.45,12893.07,Approved,,Medium,2023-12-06,Defaulted
10676,4889,30,3,2025-07-01,1144000.0,1067000.0,47,9.15,27098.05,Approved,,Low,2025-07-17,Closed
10677,1493,33,6,2024-05-06,429000.0,374000.0,44,13.01,10733.11,Approved,,Low,2024-05-18,Closed
10678,2182,51,4,2026-05-31,2432000.0,,144,,,Rejected,Incomplete Documentation,,,NA
10679,1243,28,4,2023-12-15,1947000.0,1622000.0,73,9.56,29388.84,Approved,,Medium,2023-12-22,Active
10680,5584,20,3,2023-08-05,849000.0,832000.0,30,10.9,31808.4,Approved,,Medium,2023-08-18,Active
10681,3056,43,3,2025-06-04,1363000.0,1068000.0,54,11.5,25427.25,Approved,,Medium,2025-06-16,Closed
10682,1674,13,1,2024-10-20,1846000.0,1719000.0,318,9.87,15267.24,Approved,,Low,2024-11-04,Defaulted
10683,2202,38,1,2025-04-29,4718000.0,,197,,,Rejected,Insufficient Income,,,NA
10684,3050,51,1,2024-05-23,4343000.0,,283,,,Rejected,Existing Default History,,,NA
10685,1407,23,4,2026-06-26,657000.0,533000.0,159,11.77,6632.97,Approved,,Low,2026-07-10,Active
10686,3575,10,2,2025-02-23,1053000.0,934000.0,29,17.23,39603.63,Approved,,Medium,2025-02-28,Active
10687,5407,41,2,2024-11-17,720000.0,561000.0,44,17.48,17359.01,Approved,,Low,2024-12-07,Closed
10688,551,20,6,2025-02-09,373000.0,,39,,,Rejected,Existing Default History,,,NA
10689,3330,2,2,2024-02-03,118000.0,,19,,,Rejected,Existing Default History,,,NA
10690,943,27,5,2024-06-12,330000.0,285000.0,19,7.63,15971.88,Approved,,Medium,2024-06-17,Closed
10691,3178,46,5,2025-07-28,642000.0,562000.0,11,7.75,53091.92,Approved,,Low,2025-08-05,Active
10692,4888,11,3,2024-09-14,1280000.0,1096000.0,52,12.39,27344.98,Approved,,High,2024-09-24,Written-Off
10693,5303,50,1,2023-07-07,6935000.0,,247,,,Rejected,High Debt-to-Income Ratio,,,NA
